list-none-none,4,1,12,174765,14563.750000
list-none-none,4,10,120,160088,1334.066667
list-none-none,8,1,24,257576,10732.333333
list-none-none,8,10,240,217328,905.533333
list-none-none,12,1,36,322007,8944.638889
list-none-none,12,10,360,290448,806.800000
list-inone,2,1,6,112745,18790.833333
list-inone,4,1,12,171892,14324.333333
list-inone,8,1,24,218788,9116.166667
list-inone,12,1,36,346815,9633.750000
list-dnone,2,1,6,71277,11879.500000
list-dnone,4,1,12,160846,13403.833333
list-ilnone,2,1,6,113045,18840.833333
list-ilnone,4,1,12,167438,13953.166667
list-ilnone,8,1,24,217303,9054.291667
list-dlnone,2,1,6,141933,23655.500000
list-dlnone,4,1,12,98521,8210.083333
list-inone,2,2,12,110780,9231.666667
list-inone,4,2,24,171501,7145.875000
list-inone,8,2,48,213718,4452.458333
list-inone,12,2,72,330969,4596.791667
list-dnone,2,2,12,93040,7753.333333
list-dnone,8,2,48,236007,4916.812500
list-dnone,12,2,72,317802,4413.916667
list-ilnone,2,2,12,108929,9077.416667
list-ilnone,4,2,24,154636,6443.166667
list-ilnone,8,2,48,228002,4750.041667
list-dlnone,12,2,72,298656,4148.000000
list-inone,2,4,24,77607,3233.625000
list-inone,8,4,96,221754,2309.937500
list-inone,12,4,144,329165,2285.868056
list-dnone,2,4,24,77476,3228.166667
list-dnone,4,4,48,170547,3553.062500
list-dnone,8,4,96,226038,2354.562500
list-dnone,12,4,144,291009,2020.895833
list-ilnone,2,4,24,112800,4700.000000
list-ilnone,4,4,48,177898,3706.208333
list-ilnone,8,4,96,236631,2464.906250
list-ilnone,12,4,144,284930,1978.680556
list-dlnone,2,4,24,114746,4781.083333
list-dlnone,4,4,48,175029,3646.437500
list-dlnone,12,4,144,351263,2439.326389
list-inone,2,8,48,78461,1634.604167
list-inone,12,8,288,361109,1253.850694
list-dnone,2,8,48,99292,2068.583333
list-dnone,12,8,288,312592,1085.388889
list-ilnone,2,8,48,95069,1980.604167
list-ilnone,4,8,96,177709,1851.135417
list-ilnone,12,8,288,309280,1073.888889
